subject_id,network,n_regions,CRRP_Allocation,CRRP_Flexibility,CRRP_Residual,CRRP_Contrast,CRRP_Switching
134324,SomMot,35,0.3908679851268782,0.0008201229806117652,2.7716932503787033e-06,3.2996440153754866e-06,0.0002737516893323431
134324,DorsAttn,26,0.3957850164466249,0.0011282763800587313,4.182257243842495e-06,3.1565301323678226e-06,0.0003212948734497178
134324,SalVentAttn,22,0.3572354218246044,0.0011635548005429312,3.4739194070827006e-06,3.906127000776671e-06,0.0003320828070553656
134324,Limbic,12,0.25366756750236413,0.001550494607482587,5.3054442657615995e-06,4.172090118643411e-06,0.0004008515869087929
134324,Cont,30,0.3776235033318847,0.0020867146060121597,4.795643395357916e-06,4.729796842453713e-06,0.00043095622163802225
134324,Default,46,0.3712033964836061,0.0030180249817255535,5.300525015242827e-06,6.065465922351081e-06,0.0005182545334623543
134425,Vis,29,0.3409665019805422,0.0007221761666382875,4.079851201156498e-06,3.5503160479515738e-06,0.00033313845345384584
134425,SomMot,35,0.40914945210424614,0.0011611983076076165,3.1135433636240776e-06,3.6518946340315286e-06,0.00030587980904281164
134425,DorsAttn,26,0.42374004700265827,0.0014840659621626166,4.0774423589433125e-06,3.6737945994754556e-06,0.0003489873121744547
134425,SalVentAttn,22,0.35825975906669166,0.0008786547671017033,3.256614481783697e-06,3.6734982671461503e-06,0.0003081830035254048
134425,Limbic,12,0.3150395737698451,0.0015778063241939303,5.041504694679295e-06,4.568038066029428e-06,0.0004212572782450685
134425,Cont,30,0.41942214652281445,0.0015421689644787714,3.916251825485104e-06,4.1203214546497686e-06,0.00036179476037373704
134425,Default,46,0.3941119300044437,0.0019157032457859055,4.517296838961449e-06,5.007699842899277e-06,0.0004239616904048977
134627,Vis,29,0.35841430683377523,0.001844076042850055,5.12121252923096e-06,4.5300763547311e-06,0.0004289606739290653
134627,SomMot,35,0.4251055230868426,0.0005868218979945926,2.2090217683224647e-06,2.9287126738742635e-06,0.0002300637181988238
134627,DorsAttn,26,0.3609916647121336,0.0010762447294717452,3.06789185858335e-06,3.6920312903498167e-06,0.00030231925354313186
134627,SalVentAttn,22,0.42162881233258537,0.0009978193539290142,2.7677555259576e-06,3.36167111577014e-06,0.0002739810330503902
134627,Limbic,12,0.28335935760530867,0.0017381098660338024,3.5608846229182955e-06,3.891028578781011e-06,0.0003283024610042237
134627,Cont,30,0.38173672574857986,0.001236540148541226,3.5565233701947935e-06,4.307171156280336e-06,0.0003552217519451876
134627,Default,46,0.3822451404428231,0.001288897305903615,3.3431681453181506e-06,4.1351410182109095e-06,0.0003333588671585427
134728,Vis,29,0.4069659712744475,0.0017083492698627821,4.7012687261724225e-06,4.747873155233457e-06,0.0004179985933190735
134728,SomMot,35,0.4126109812613011,0.0012616141091486642,2.548799544203536e-06,2.95594777180457e-06,0.00024693939265496047
134728,DorsAttn,26,0.4240556746512499,0.00197138125598705,3.7544017531624795e-06,3.8042300478892726e-06,0.00034624344408920154
134728,SalVentAttn,22,0.3997356975527335,0.0007850639538892884,2.5683547860163456e-06,3.092964165491345e-06,0.0002528301285444479
134728,Limbic,12,0.3022168498322254,0.0014688538900744785,4.182954236271882e-06,3.9735704083658045e-06,0.0003598467480264084
134728,Cont,30,0.4440135086631775,0.0023566787345215886,4.396689082343341e-06,4.544585157880574e-06,0.00040603399558451097
134728,Default,46,0.3677715433656818,0.0018974594955641878,3.9656195010968185e-06,4.838385376128903e-06,0.0003903767966385168
134829,Vis,29,0.32549255764741364,0.00038590755573405416,2.799793304987685e-06,2.6281502235821946e-06,0.00023376500226062234
134829,SomMot,35,0.3812134625290064,0.0006960207122575085,1.621722863332413e-06,2.330467385949957e-06,0.00017345454914320836
134829,DorsAttn,26,0.3239531461352278,0.0008630057042684201,2.486182196642557e-06,3.5377068878602036e-06,0.0002635384199168866
134829,SalVentAttn,22,0.3740611973001369,0.0007268764767303187,2.541730179868828e-06,3.57177033067227e-06,0.00027083247947163984
134829,Limbic,12,0.2949865076726322,0.0006175882721550853,3.4437043202987224e-06,3.90154150266311e-06,0.0003184809339256728
134829,Cont,30,0.3798180637155303,0.001567910332075887,3.2525222177224367e-06,4.547188291885268e-06,0.0003481845230290712
134829,Default,46,0.3444195547509516,0.0013109736390547965,3.455486620505637e-06,5.239436511506384e-06,0.00038697006423905347
135124,Vis,29,0.34648457939600213,0.0006067674952206348,3.924893032763656e-06,3.147540831310443e-06,0.0003076645678340192
135124,SomMot,35,0.361979133943396,0.0006419100011179076,2.303270958251348e-06,3.4379120453756766e-06,0.0002527098438256037
135124,DorsAttn,26,0.36165404394331413,0.0009102820956887387,3.210649083249821e-06,3.697064058526841e-06,0.00030601978341273343
135124,SalVentAttn,22,0.3358704314241822,0.000626632696620197,2.5601473182427814e-06,3.785700877123152e-06,0.0002775146935919345
135124,Limbic,12,0.30155012659833774,0.0012855633933701784,3.340680551552184e-06,3.120335607677187e-06,0.0002866500418992463
135124,Cont,30,0.34770037266476794,0.0009318178744118755,2.940327021541666e-06,4.186022933417156e-06,0.00031394308871710654
135124,Default,46,0.3420022614711036,0.0011088504188569222,3.4049336725543305e-06,4.80867488492042e-06,0.0003626128403905375
135225,Vis,29,0.35783074988324554,0.0023313173069311223,8.284240583599902e-06,5.696316214045365e-06,0.0006141820192703078
135225,SomMot,35,0.37634600068903995,0.0021866360454649136,5.220891717628889e-06,5.117254800103229e-06,0.0004710221600229192
135225,DorsAttn,26,0.3932206533558329,0.0026081702709349597,6.048557915490059e-06,4.91409765061934e-06,0.0004906601096211218
135225,SalVentAttn,22,0.3559667648077298,0.002518630816917999,5.540320912996195e-06,6.021485231426043e-06,0.0005312014392023164
135225,Limbic,12,0.28272135838376306,0.0021913285723535085,7.83357087784801e-06,6.5773498120499135e-06,0.0006353955946213185
135225,Cont,30,0.3629237087682924,0.002787453271367609,6.451748449442734e-06,6.036048714926027e-06,0.0005646441237126542
135225,Default,46,0.36147373082352524,0.003579354828225581,6.4351140919979895e-06,8.435120803297958e-06,0.0006649398530146561
135528,Vis,29,0.319820325313923,0.0011911833010564282,2.8180173401749197e-06,2.1831477414684564e-06,0.00021011326551709323
135528,SomMot,35,0.4161744677747117,0.0010576312149462167,1.3260203831464774e-06,1.8327512079694118e-06,0.00013921107147507914
135528,DorsAttn,26,0.36743182889748793,0.0008443999309209296,1.7514897458362537e-06,2.2476722000283668e-06,0.00017653798418518273
135528,SalVentAttn,22,0.3778060264904903,0.0006897123266929099,1.6009810775736019e-06,2.147353291595928e-06,0.00016220651066294961
135528,Limbic,12,0.3035636830428296,0.0012355561180106872,2.983711278204948e-06,3.6804126475820876e-06,0.0002866647292725654
135528,Cont,30,0.3557769388924567,0.0012181516181224517,2.950805625433271e-06,4.139054561506131e-06,0.00031138397110262446
